Name,SMILES,PubChemID,CPE CLASS,IUPAC NAME,CAS,CAS (cactus),logKp,Reference,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Polar Surface Area,Rotatable Bonds,Aromatic Rings,sp3-Atoms,Drug status,DRUGBANK,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8 (SCAFFOLD name),Scaffold SMILES
"1-Dodecanoyl-3,6-dihydro-2H-azepin-7-one (Azone_analog-83)",CCCCCCCCCCCC(=O)N1CCC=CCC1=O,21881379,AZONE OTHER,"1-dodecanoyl-2,3,6,7-tetrahydro-1H-azepin-2-one",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",293.449,5.0985,-3.7689999999999997,3,0,37.38,10,0,14,,,amide,,,,,,,,O=C1CC=CCCN1
"2,3-Dihydro-4-dodecyl-1,4-oxazepine-5,7(4H,6H)-dione (Azone_analog-58)",N1(C(=O)CC(=O)OCC1)CCCCCCCCCCCC,85693238,AZONE OTHER,"4-dodecyl-1,4-oxazepane-5,7-dione",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",297.437,3.9933,-3.108,4,0,46.61,11,0,16,,,amide,,,,,,,,O=C1CC(=O)OCCN1
"1H-Azepine-2,7-dione, 1-dodecyltetrahydro- (Azone_analog-56)",N1(C(=O)CCCCC1=O)CCCCCCCCCCCC,9904244,AZONE OTHER,"1-dodecylazepane-2,7-dione",114609-80-2,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",295.465,5.1573,-3.997,3,0,37.38,11,0,16,,,amide,,,,,,,Hexanimide,O=C1CCCCC(=O)N1
"1,1'-Hexamethylenebis(pyrrolidin-2-one) (Azone_analog-314)",O=C1CCCN1CCCCCCN1CCCC1=O,118729,AZONE OTHER,1-[6-(2-oxopyrrolidin-1-yl)hexyl]pyrrolidin-2-one,34751-43-4,34751-43-4,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",252.357,1.8314,-1.646,4,0,40.62,7,0,12,,,amide,,,,,,,"1,1'-hexane-1,6-diyldipyrrolidin-2-one",O=C1CCCN1CCCCCCN1CCCC1=O
1-Phenylpyrrolidin-2-one (Azone_analog-219),O=C1CCCN1C1=CC=CC=C1,78375,AZONE OTHER,1-phenylpyrrolidin-2-one,4641-57-0,4641-57-0,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",161.203,1.5844,-2.32,2,0,20.31,1,1,3,,,amide,,,,,,,N-Phenyl-2-Pyrrolidonee,O=C1CCCN1c1ccccc1
1-Benzyl-2-pyrrolidinone (Azone_analog-220),O=C1CCCN1CC1=CC=CC=C1,79176,AZONE OTHER,1-benzylpyrrolidin-2-one,5291-77-0,5291-77-0,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",175.23,1.5073,-1.798,2,0,20.31,2,1,4,,,amide,,,,,,,N-benzylpyrrolidinone,O=C1CCCN1Cc1ccccc1
2-Decylcyclopentanone (Azone_analog-234),CCCCCCCCCCC1CCCC1=O,12823821,AZONE OTHER,2-decylcyclopentan-1-one,53724-67-7,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",224.386,5.3605,-4.122,1,0,17.07,9,0,14,,,,,,,,,,cyclopentanon,O=C1CCCC1
"1,6-Di(morpholin-4-yl)hexane-1,6-dione (Azone_analog-319)",O=C(CCCCC(=O)N1CCOCC1)N1CCOCC1,223658,AZONE OTHER,"1,6-bis(morpholin-4-yl)hexane-1,6-dione",5421-70-5,5421-70-5,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",284.355,0.6206,-0.408,6,0,59.08,5,0,14,,,amide,,,,,,,,O=C(CCCCC(=O)N1CCOCC1)N1CCOCC1
2-Decylcyclohexanone (Azone_analog-101),CCCCCCCCCCC1CCCCC1=O,10263617,AZONE OTHER,2-decylcyclohexan-1-one,59386-47-9,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",238.41299999999998,5.7025,-4.3919999999999995,1,0,17.07,9,0,15,,,,,,,,,,Cyclohexanon,O=C1CCCCC1
1-Butylazepane-2-thione (Azone_analog-47),N1(C(=S)CCCCC1)CCCC,12348066,AZONE OTHER,1-butylazepane-2-thione,62353-45-1,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",185.334,2.3077,-2.792,1,0,35.33,3,0,10,,,,,,,,,,Thiocaprolactam,S=C1CCCCCN1
1-Octylazepane-2-thione (Azone_analog-48),N1(C(=S)CCCCC1)CCCCCCCC,12348068,AZONE OTHER,1-octylazepane-2-thione,62353-47-3,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",241.44099999999997,4.1253,-3.872,1,0,35.33,7,0,14,,,,,,,,,,Thiocaprolactam,S=C1CCCCCN1
N-Cyclohexyl-2-pyrrolidone (Azone_analog-218),O=C1CCCN1C1CCCCC1,81278,AZONE OTHER,1-cyclohexylpyrrolidin-2-one,6837-24-7,6837-24-7,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",167.25099999999998,1.6449,-2.049,2,0,20.31,1,0,9,,,amide,,,,,,,N-CyclohexylPyrrolidonee,O=C1CCCN1C1CCCCC1
"1,6-Dithiomorpholin-4-ylhexane-1,6-dione (Azone_analog-320)",O=C(CCCCC(=O)N1CCSCC1)N1CCSCC1,12517845,AZONE OTHER,"1,6-bis(thiomorpholin-4-yl)hexane-1,6-dione",,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",316.48900000000003,1.4344,-1.78,4,0,91.22,5,0,14,,,amide,,,,,,,,O=C(CCCCC(=O)N1CCSCC1)N1CCSCC1
1-Methyl-3-(2-oxopyrrolidin-1-yl)azepan-2-one (Azone_analog-328),CN1CCCCC(N2CCCC2=O)C1=O,101123345,CAPROLACTAM,1-methyl-3-(2-oxopyrrolidin-1-yl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",210.27599999999998,0.3661,-0.914,4,0,40.62,1,0,9,,,amide,,,,,,,3-(2-oxopyrrolidin-1-yl)azepan-2-one,O=C1NCCCCC1N1CCCC1=O
Methyl 2-[2-oxo-3-(2-oxopyrrolidin-1-yl)azepan-1-yl]acetate (Azone_analog-334),COC(=O)CN1CCCCC(N2CCCC2=O)C1=O,101123346,CAPROLACTAM,methyl 2-[2-oxo-3-(2-oxopyrrolidin-1-yl)azepan-1-yl]acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",268.312,-0.076,-0.8170000000000001,6,0,66.92,4,0,11,,,amide,,,,,,,3-(2-oxopyrrolidin-1-yl)azepan-2-one,O=C1NCCCCC1N1CCCC1=O
1-Hexyl-3-(2-oxopyrrolidin-1-yl)azepan-2-one (Azone_analog-329),CCCCCCN1CCCCC(N2CCCC2=O)C1=O,101123343,CAPROLACTAM,1-hexyl-3-(2-oxopyrrolidin-1-yl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",280.41,2.59,-2.294,4,0,40.62,6,0,14,,,amide,,,,,,,3-(2-oxopyrrolidin-1-yl)azepan-2-one,O=C1NCCCCC1N1CCCC1=O
1-Decyl-3-(2-oxopyrrolidin-1-yl)azepan-2-one (Azone_analog-330),CCCCCCCCCCN1CCCCC(N2CCCC2=O)C1=O,10449700,CAPROLACTAM,1-decyl-3-(2-oxopyrrolidin-1-yl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",336.51800000000003,4.4076,-3.3739999999999997,4,0,40.62,10,0,18,,,amide,,,,,,,3-(2-oxopyrrolidin-1-yl)azepan-2-one,O=C1NCCCCC1N1CCCC1=O
Hexyl 2-[2-oxo-3-(2-oxopyrrolidin-1-yl)azepan-1-yl]acetate (Azone_analog-335),CCCCCCOC(=O)CN1CCCCC(N2CCCC2=O)C1=O,101123348,CAPROLACTAM,hexyl 2-[2-oxo-3-(2-oxopyrrolidin-1-yl)azepan-1-yl]acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",338.44599999999997,2.1479,-2.197,6,0,66.92,9,0,16,,,amide,,,,,,,3-(2-oxopyrrolidin-1-yl)azepan-2-one,O=C1NCCCCC1N1CCCC1=O
1-Dodecyl-3-(2-oxopyrrolidin-1-yl)azepan-2-one (Azone_analog-331),CCCCCCCCCCCCN1CCCCC(N2CCCC2=O)C1=O,9976047,CAPROLACTAM,1-dodecyl-3-(2-oxopyrrolidin-1-yl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",364.57199999999995,5.3164,-3.9139999999999997,4,0,40.62,12,0,20,,,amide,,,,,,,3-(2-oxopyrrolidin-1-yl)azepan-2-one,O=C1NCCCCC1N1CCCC1=O
3-(2-Oxopyrrolidin-1-yl)-1-tetradecylazepan-2-one (Azone_analog-332),CCCCCCCCCCCCCCN1CCCCC(N2CCCC2=O)C1=O,10023452,CAPROLACTAM,3-(2-oxopyrrolidin-1-yl)-1-tetradecylazepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",392.625,6.2252,-4.454,4,0,40.62,14,0,22,,,amide,,,,,,,3-(2-oxopyrrolidin-1-yl)azepan-2-one,O=C1NCCCCC1N1CCCC1=O
Decyl 2-[2-oxo-3-(2-oxopyrrolidin-1-yl)azepan-1-yl]acetate (Azone_analog-337),CCCCCCCCCCOC(=O)CN1CCCCC(N2CCCC2=O)C1=O,101123349,CAPROLACTAM,decyl 2-[2-oxo-3-(2-oxopyrrolidin-1-yl)azepan-1-yl]acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",394.55400000000003,3.9655,-3.2769999999999997,6,0,66.92,13,0,20,,,amide,,,,,,,3-(2-oxopyrrolidin-1-yl)azepan-2-one,O=C1NCCCCC1N1CCCC1=O
1-Hexadecyl-3-(2-oxopyrrolidin-1-yl)azepan-2-one (Azone_analog-333),CCCCCCCCCCCCCCCCN1CCCCC(N2CCCC2=O)C1=O,101123344,CAPROLACTAM,1-hexadecyl-3-(2-oxopyrrolidin-1-yl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",420.67900000000003,7.1339999999999995,-4.994,4,0,40.62,16,0,24,,,amide,,,,,,,3-(2-oxopyrrolidin-1-yl)azepan-2-one,O=C1NCCCCC1N1CCCC1=O
Dodecyl 2-[2-oxo-3-(2-oxopyrrolidin-1-yl)azepan-1-yl]acetate (Azone_analog-338),CCCCCCCCCCCCOC(=O)CN1CCCCC(N2CCCC2=O)C1=O,101123350,CAPROLACTAM,dodecyl 2-[2-oxo-3-(2-oxopyrrolidin-1-yl)azepan-1-yl]acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",422.60699999999997,4.8743,-3.8169999999999997,6,0,66.92,15,0,22,,,amide,,,,,,,3-(2-oxopyrrolidin-1-yl)azepan-2-one,O=C1NCCCCC1N1CCCC1=O
Tetradecyl 2-[2-oxo-3-(2-oxopyrrolidin-1-yl)azepan-1-yl]acetate (Azone_analog-339),CCCCCCCCCCCCCCOC(=O)CN1CCCCC(N2CCCC2=O)C1=O,101123351,CAPROLACTAM,tetradecyl 2-[2-oxo-3-(2-oxopyrrolidin-1-yl)azepan-1-yl]acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",450.661,5.7831,-4.357,6,0,66.92,17,0,24,,,amide,,,,,,,3-(2-oxopyrrolidin-1-yl)azepan-2-one,O=C1NCCCCC1N1CCCC1=O
1-(3-Hydroxypropyl)hexahydro-2H-azepin-2-one (Azone_analog-18),O=C1CCCCCN1CCCO,15263935,CAPROLACTAM,1-(3-hydroxypropyl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",171.239,0.7072,-1.078,3,1,40.54,3,0,9,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
"1-(2,3-Dihydroxypropyl)azepan-2-one (Azone_analog-19)",O=C1CCCCCN1CC(O)CO,115773358,CAPROLACTAM,"1-(2,3-dihydroxypropyl)azepan-2-one",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",187.238,-0.3146,-0.679,4,2,60.77,3,0,10,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
1-Pent-4-enoylazepan-2-one (Azone_analog-24),C=CCCC(=O)N1CCCCCC1=O,19855819,CAPROLACTAM,1-(pent-4-enoyl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",195.261,2.1976,-2.046,3,0,37.38,3,0,7,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
1-Hex-5-enoylazepan-2-one (Azone_analog-25),C=CCCCC(=O)N1CCCCCC1=O,19855827,CAPROLACTAM,1-(hex-5-enoyl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",209.28799999999998,2.4619999999999997,-2.316,3,0,37.38,4,0,8,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
1-Heptylazepan-2-one (Azone_analog-7),CCCCCCCN1CCCCCC1=O,12833262,CAPROLACTAM,1-heptylazepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",211.34799999999998,3.4515,-2.665,2,0,20.31,6,0,12,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
1-Hept-6-enoylazepan-2-one (Azone_analog-26),C=CCCCCC(=O)N1CCCCCC1=O,19855878,CAPROLACTAM,1-(hept-6-enoyl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",223.315,2.9164,-2.5860000000000003,3,0,37.38,5,0,9,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
2-(2-Oxoazepan-1-yl)hexanoic acid (Azone_analog-35),CCCCC(C(=O)O)N1CCCCCC1=O,57191554,CAPROLACTAM,2-(2-oxoazepan-1-yl)hexanoic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",227.303,1.6257,-1.9780000000000002,4,1,57.61,5,0,11,,,amide,,,,,,acidic oxygen,Caprolactam,O=C1CCCCCN1
1-Oct-7-enoylazepan-2-one (Azone_analog-27),C=CCCCCCC(=O)N1CCCCCC1=O,19855867,CAPROLACTAM,1-(oct-7-enoyl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",237.342,3.3708,-2.8560000000000003,3,0,37.38,6,0,10,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
2-(2-Oxoazepan-1-yl)heptanoic acid (Azone_analog-36),CCCCCC(C(=O)O)N1CCCCCC1=O,57102964,CAPROLACTAM,2-(2-oxoazepan-1-yl)heptanoic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",241.33,2.0801,-2.248,4,1,57.61,6,0,12,,,amide,,,,,,acidic oxygen,Caprolactam,O=C1CCCCCN1
1-Non-8-enoylazepan-2-one (Azone_analog-28),C=CCCCCCCC(=O)N1CCCCCC1=O,19855835,CAPROLACTAM,1-(non-8-enoyl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",251.36900000000003,3.8252,-3.1260000000000003,3,0,37.38,7,0,11,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
2-(2-Oxoazepan-1-yl)octanoic acid (Azone_analog-37),CCCCCCC(C(=O)O)N1CCCCCC1=O,57246227,CAPROLACTAM,2-(2-oxoazepan-1-yl)octanoic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",255.356,2.5345,-2.5180000000000002,4,1,57.61,7,0,13,,,amide,,,,,,acidic oxygen,Caprolactam,O=C1CCCCCN1
1-Dec-9-enoylazepan-2-one (Azone_analog-29),C=CCCCCCCCC(=O)N1CCCCCC1=O,19855838,CAPROLACTAM,1-(dec-9-enoyl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",265.395,4.2796,-3.3960000000000004,3,0,37.38,8,0,12,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
1-Decanoylazepan-2-one (Azone_analog-21),CCCCCCCCCC(=O)N1CCCCCC1=O,15240681,CAPROLACTAM,1-decanoylazepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",267.411,4.4651,-3.457,3,0,37.38,8,0,14,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
2-(2-Oxoazepan-1-yl)nonanoic acid (Azone_analog-38),CCCCCCCC(C(=O)O)N1CCCCCC1=O,57310438,CAPROLACTAM,2-(2-oxoazepan-1-yl)nonanoic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",269.383,2.9889,-2.7880000000000003,4,1,57.61,8,0,14,,,amide,,,,,,acidic oxygen,Caprolactam,O=C1CCCCCN1
2-(2-Oxoazepan-1-yl)decanoic acid (Azone_analog-39),CCCCCCCCC(C(=O)O)N1CCCCCC1=O,57274316,CAPROLACTAM,2-(2-oxoazepan-1-yl)decanoic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",283.41,3.4433,-3.0580000000000003,4,1,57.61,9,0,15,,,amide,,,,,,acidic oxygen,Caprolactam,O=C1CCCCCN1
2-(2-Oxoazepan-1-yl)undecanoic acid (Azone_analog-40),CCCCCCCCCC(C(=O)O)N1CCCCCC1=O,57258142,CAPROLACTAM,2-(2-oxoazepan-1-yl)undecanoic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",297.437,3.8977,-3.3280000000000003,4,1,57.61,10,0,16,,,amide,,,,,,acidic oxygen,Caprolactam,O=C1CCCCCN1
2-(2-Oxoazepan-1-yl)dodecanoic acid (Azone_analog-41),CCCCCCCCCCC(C(=O)O)N1CCCCCC1=O,57264343,CAPROLACTAM,2-(2-oxoazepan-1-yl)dodecanoic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",311.464,4.3521,-3.5980000000000003,4,1,57.61,11,0,17,,,amide,,,,,,acidic oxygen,Caprolactam,O=C1CCCCCN1
1-Tetradec-13-enoylazepan-2-one (Azone_analog-32),C=CCCCCCCCCCCCC(=O)N1CCCCCC1=O,19855853,CAPROLACTAM,1-(tetradec-13-enoyl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",321.503,6.0972,-4.476,3,0,37.38,12,0,16,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
1-Tetradecanoylazepan-2-one (Azone_analog-23),CCCCCCCCCCCCCC(=O)N1CCCCCC1=O,10448891,CAPROLACTAM,1-tetradecanoylazepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",323.519,6.2827,-4.537,3,0,37.38,12,0,18,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
"1-(3,7,11-Trimethyldodecyl)azepan-2-one (Azone_analog-13)",CC(C)CCCC(C)CCCC(C)CCN1CCCCCC1=O,21881342,CAPROLACTAM,"1-(3,7,11-trimethyldodecyl)azepan-2-one",-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",323.563,6.3784,-4.495,2,0,20.31,11,0,20,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
2-(2-Oxoazepan-1-yl)tetradecanoic acid (Azone_analog-42),CCCCCCCCCCCCC(C(=O)O)N1CCCCCC1=O,56987081,CAPROLACTAM,2-(2-oxoazepan-1-yl)tetradecanoic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",339.51800000000003,5.2609,-4.138,4,1,57.61,13,0,19,,,amide,,,,,,acidic oxygen,Caprolactam,O=C1CCCCCN1
Dodecyl 2-(2-oxoazepan-1-yl)acetate (Azone_analog-45),CCCCCCCCCCCCOC(=O)CN1CCCCCC1=O,85693229,CAPROLACTAM,dodecyl 2-(2-oxoazepan-1-yl)acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",339.51800000000003,5.2814,-3.918,4,0,46.61,14,0,19,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
1-Hexadec-15-enoylazepan-2-one (Azone_analog-33),C=CCCCCCCCCCCCCCC(=O)N1CCCCCC1=O,19855848,CAPROLACTAM,1-(hexadec-15-enoyl)azepan-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",349.55699999999996,7.006,-5.016,3,0,37.38,14,0,18,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
2-(2-Oxoazepan-1-yl)hexadecanoic acid (Azone_analog-43),CCCCCCCCCCCCCCC(C(=O)O)N1CCCCCC1=O,57179469,CAPROLACTAM,2-(2-oxoazepan-1-yl)hexadecanoic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",367.57199999999995,6.1697,-4.678,4,1,57.61,15,0,21,,,amide,,,,,,acidic oxygen,Caprolactam,O=C1CCCCCN1
Tetradecyl 2-(2-oxoazepan-1-yl)acetate (Azone_analog-46),CCCCCCCCCCCCCCOC(=O)CN1CCCCCC1=O,85693230,CAPROLACTAM,tetradecyl 2-(2-oxoazepan-1-yl)acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",367.57199999999995,6.1902,-4.458,4,0,46.61,16,0,21,,,amide,,,,,,,Caprolactam,O=C1CCCCCN1
